,0,1
50,伊,#/entry/zhko/c3c568b1d2b74345b32b524e843add00
51,讨,#/entry/zhko/1397aa3cb89a471db3886631b624b258
52,责,#/entry/zhko/a9aadeae531948298c84270e0cc73813
53,昨,#/entry/zhko/c40d0fa7fffd40339fec2859be7a7e53
54,闭,#/entry/zhko/cd6111226d494a72926d00a8c15458b9
55,庭,#/entry/zhko/d1ab45a4ece048f98473a65f68194481
56,设,#/entry/zhko/482a39729d12423b89a114042112350a
57,松,#/entry/zhko/f1cdd962396f434bacddf107182f1233
58,博,#/entry/zhko/92967ce1bbad46369d8e94d118ca34fa
59,置,#/entry/zhko/40b65bd0056f4542bebb6f226f9e8d48
60,逃,#/entry/zhko/9e9afd0aac8c4c66b050e5cc2ca0c94a
61,观,#/entry/zhko/685508d9dd5a470e8353e6ae8576db45
62,痛,#/entry/zhko/03d8c423d5ff404b8bd8352e12582eb2
63,狂,#/entry/zhko/90974173fb2e409d9ce8b9b64a8b5dfb
64,足,#/entry/zhko/cb3d126ce24b4a5c80a254b89ed2c12d
65,码,#/entry/zhko/c8f75c3653724ab68ed250494b2df3d0
66,恐,#/entry/zhko/910b0869e7b341caa9ce5bed627142fa
67,吉,#/entry/zhko/2c0e0089086342bbb81b0a713f6e7107
68,历,#/entry/zhko/3abb40f7ba8f4ca6a0b49a7ef4d9fecf
69,慢,#/entry/zhko/8260853a2c804c8f8d7d9eac8fbdf52b
70,妻,#/entry/zhko/d49e75a9fdf04aa8bf96c4f349f5f085
71,嘛,#/entry/zhko/d376f6b017844eacb41293c3c51b5255
72,哈,#/entry/zhko/b023853b159f480896157bae0dedab22
73,助,#/entry/zhko/c5724234c96e4f188c301e1879248968
74,达,#/entry/zhko/9a5030a0f0e14d9d864583d81cb3f01e
75,海,#/entry/zhko/a63cf0ad94a94e8bb9496caaf6a61a90
76,待,#/entry/zhko/a86f98fc8dc94d2bbaeef008512355bc
77,托,#/entry/zhko/db15d8ff609e43e8a9974a09fbd55d66
78,除,#/entry/zhko/ff7419492faf45c9b0e070fd0ac91df3
79,写,#/entry/zhko/47df47f6714745489c6b0b7b4916c12e
80,绝,#/entry/zhko/264bd02c8e614c7fb0c74ed6007abf19
81,界,#/entry/zhko/de3be65e00a346319e7bae57e71b05bc
82,帝,#/entry/zhko/25427662a2264d88a85af7ee7a743910
83,姐,#/entry/zhko/ce07370655d848e99af5887edb7ea6b6
84,反,#/entry/zhko/a3b285276b8c4146bee3a779012a4d79
85,担,#/entry/zhko/613770ab831c4d80983d4edb253471ad
86,司,#/entry/zhko/0dd924fc0c6d46eba4a3624ab492f2c9
87,亮,#/entry/zhko/f1c1f4c28e644dc6a8b922cf38451b5b
88,抓,#/entry/zhko/a01d3db97ee64cd790dbe3e9558ef5f0
89,跳,#/entry/zhko/85b6c4971d134c1c8ca3a0e3e493d98b
90,联,#/entry/zhko/f3d31ef51a7647bf9f388fc7f74246db
91,混,#/entry/zhko/10904ddf6a884b068c805437d296a748
92,便,#/entry/zhko/65f0ef2d201d4c97bdf6d9d0e267d972
93,狗,#/entry/zhko/594b0243f8a24098be01840a5bbd16d9
94,脑,#/entry/zhko/44ae3cc56d244950ac0171654dc28190
95,歌,#/entry/zhko/07a78a902097429da07ef3fab1c1195f
96,精,#/entry/zhko/9e4a0b1d3cc24ca595707f989669f87f
97,包,#/entry/zhko/4f1b371768524d188c86acdded2d0230
98,转,#/entry/zhko/86b2495f78944859a18abcf04b4a1848
99,却,#/entry/zhko/5100433423df4a27b6310e61d5a926ed
100,参,#/entry/zhko/22468ea8f81b4c3aa83a2fda08f97bf5
101,院,#/entry/zhko/32127554c4734a28a2c300980bbd7fda
102,嘴,#/entry/zhko/c22fab74ab72462e89448c844e1d2f0e
103,毒,#/entry/zhko/0c72612804574956b65e644a5eacfd16
104,越,#/entry/zhko/ff646b7d7c0b44ba906bcb75af47e855
105,律,#/entry/zhko/bc573a3f54184b1ea33649416412d4a5
106,费,#/entry/zhko/6e178e4089874970b794cb428d8dbbeb
107,科,#/entry/zhko/205d53774686438d98e363e73e4a6b79
108,麻,#/entry/zhko/67fc5b85116044e28967a794118770f7
109,简,#/entry/zhko/1b18b28ebfa1416ba55a24910a708deb
110,易,#/entry/zhko/6b34a1d6c358474881eaa1a40e4bad1c
111,流,#/entry/zhko/7b2fe6534f2f4e1baded4bc28650f6af
112,治,#/entry/zhko/3be74dae82ed4ae0b23145ca5a45c3a2
113,唱,#/entry/zhko/e1be0221ceb841e7940caed0df04becf
114,答,#/entry/zhko/f1b86db4bd6d4294908c9880f67e76ca
115,倒,#/entry/zhko/d79292ff8ab24839be16e1aa69d4dfea
116,划,#/entry/zhko/39828c08965e45bb8ea67fa9c742e851
117,控,#/entry/zhko/31dd2ee9513749a58257e2201783ffa2
118,卖,#/entry/zhko/c66dd768188b4a809c40ee9bb5b6eb6d
119,显,#/entry/zhko/ab1c55da55354648a02bbd384c0413b5
120,监,#/entry/zhko/f5d6031617474e508b5b598d0e653aad
121,半,#/entry/zhko/aefb1bc306394d2eba32b09ad53b3d77
122,图,#/entry/zhko/50d4398b9bbb41068cb19fc33f538248
123,语,#/entry/zhko/c27d00038c34425bbf5473f76c0c672b
124,付,#/entry/zhko/eedd2a9222094dbe80fc13d3896bfe25
125,热,#/entry/zhko/643d8c3859a4410eb4d2cd012b615604
126,排,#/entry/zhko/ccdda8d690ba47c783254d8a55464240
127,楚,#/entry/zhko/878b9ad4ebf148eb8a93ab9e0757c41c
128,偷,#/entry/zhko/90e7df5b240a44da95d778a1c230c2a0
129,敢,#/entry/zhko/c67b973664b3487a84dcfda03585b69d
130,油,#/entry/zhko/6953f33694814e0b9a56bc91c65a0cd2
131,餐,#/entry/zhko/4f514bf66ef1423187c99bd679475300
132,破,#/entry/zhko/c98d199c516e409b85c88a66a761c4af
133,莱,#/entry/zhko/4ed86b758dc048df99379a00e9af8e2e
134,脸,#/entry/zhko/66428bfd874f48639bb928afbc5bbb19
135,引,#/entry/zhko/b84ef69332354579ad25db7e35aba219
136,择,#/entry/zhko/533b81a102ee474ea07a0d52f36122e0
137,疑,#/entry/zhko/cd300c6f5cb447cd9bc23249a2f070a9
138,赶,#/entry/zhko/a26d9e0328904cfd8f6a23d93fed309a
139,俩,#/entry/zhko/24b291e0dff8441cbd642ef12d5be1fc
140,独,#/entry/zhko/ec500967a7b74fe2989e2ca676841761
141,冷,#/entry/zhko/43f79a90d8104e7784f4bd7dd7403ab5
142,妹,#/entry/zhko/f263110cf04e48d6aa9d54f5d5c02eb5
143,楼,#/entry/zhko/0a76dd5233244b08a2f509dec6bb5dd7
144,皮,#/entry/zhko/4f756c10117a4b51acc7d0c488cb2b8a
145,存,#/entry/zhko/044fd2f1ff6744cdb38bb4310fd056aa
146,练,#/entry/zhko/f98045ad1aa24220a8637ca2cfc72c2b
147,娘,#/entry/zhko/877eb249ecf040d18104f6f21032a8d3
148,顿,#/entry/zhko/5f39ca7a78ee412085fd91cdf448c7d9
149,断,#/entry/zhko/4b3cfaf17ff1492582c249b71914c201
150,制,#/entry/zhko/187dade72a9d4097bc185e245637dc96
151,文,#/entry/zhko/0242a433194b4f3396c707e0c95924e4
152,探,#/entry/zhko/75a05a782bfe441d8f07d764d3bacf0f
153,丽,#/entry/zhko/bc3baae806704f90bc0548ce339392fd
154,释,#/entry/zhko/36a46ca562994a99b4adae55f8892c7f
