,0,1
33,嘴,#/entry/zhko/c22fab74ab72462e89448c844e1d2f0e
34,毒,#/entry/zhko/0c72612804574956b65e644a5eacfd16
35,越,#/entry/zhko/ff646b7d7c0b44ba906bcb75af47e855
36,律,#/entry/zhko/bc573a3f54184b1ea33649416412d4a5
37,费,#/entry/zhko/6e178e4089874970b794cb428d8dbbeb
38,科,#/entry/zhko/205d53774686438d98e363e73e4a6b79
39,麻,#/entry/zhko/67fc5b85116044e28967a794118770f7
40,简,#/entry/zhko/1b18b28ebfa1416ba55a24910a708deb
41,易,#/entry/zhko/6b34a1d6c358474881eaa1a40e4bad1c
42,流,#/entry/zhko/7b2fe6534f2f4e1baded4bc28650f6af
43,治,#/entry/zhko/3be74dae82ed4ae0b23145ca5a45c3a2
44,唱,#/entry/zhko/e1be0221ceb841e7940caed0df04becf
45,答,#/entry/zhko/f1b86db4bd6d4294908c9880f67e76ca
46,倒,#/entry/zhko/d79292ff8ab24839be16e1aa69d4dfea
47,划,#/entry/zhko/39828c08965e45bb8ea67fa9c742e851
48,控,#/entry/zhko/31dd2ee9513749a58257e2201783ffa2
49,卖,#/entry/zhko/c66dd768188b4a809c40ee9bb5b6eb6d
50,显,#/entry/zhko/ab1c55da55354648a02bbd384c0413b5
51,监,#/entry/zhko/f5d6031617474e508b5b598d0e653aad
52,半,#/entry/zhko/aefb1bc306394d2eba32b09ad53b3d77
53,图,#/entry/zhko/50d4398b9bbb41068cb19fc33f538248
54,语,#/entry/zhko/c27d00038c34425bbf5473f76c0c672b
55,付,#/entry/zhko/eedd2a9222094dbe80fc13d3896bfe25
56,热,#/entry/zhko/643d8c3859a4410eb4d2cd012b615604
57,排,#/entry/zhko/ccdda8d690ba47c783254d8a55464240
58,楚,#/entry/zhko/878b9ad4ebf148eb8a93ab9e0757c41c
59,偷,#/entry/zhko/90e7df5b240a44da95d778a1c230c2a0
60,敢,#/entry/zhko/c67b973664b3487a84dcfda03585b69d
61,油,#/entry/zhko/6953f33694814e0b9a56bc91c65a0cd2
62,餐,#/entry/zhko/4f514bf66ef1423187c99bd679475300
63,破,#/entry/zhko/c98d199c516e409b85c88a66a761c4af
64,莱,#/entry/zhko/4ed86b758dc048df99379a00e9af8e2e
65,脸,#/entry/zhko/66428bfd874f48639bb928afbc5bbb19
66,引,#/entry/zhko/b84ef69332354579ad25db7e35aba219
67,择,#/entry/zhko/533b81a102ee474ea07a0d52f36122e0
68,疑,#/entry/zhko/cd300c6f5cb447cd9bc23249a2f070a9
69,赶,#/entry/zhko/a26d9e0328904cfd8f6a23d93fed309a
70,俩,#/entry/zhko/24b291e0dff8441cbd642ef12d5be1fc
71,独,#/entry/zhko/ec500967a7b74fe2989e2ca676841761
72,冷,#/entry/zhko/43f79a90d8104e7784f4bd7dd7403ab5
73,妹,#/entry/zhko/f263110cf04e48d6aa9d54f5d5c02eb5
74,楼,#/entry/zhko/0a76dd5233244b08a2f509dec6bb5dd7
75,皮,#/entry/zhko/4f756c10117a4b51acc7d0c488cb2b8a
76,存,#/entry/zhko/044fd2f1ff6744cdb38bb4310fd056aa
77,练,#/entry/zhko/f98045ad1aa24220a8637ca2cfc72c2b
78,娘,#/entry/zhko/877eb249ecf040d18104f6f21032a8d3
79,顿,#/entry/zhko/5f39ca7a78ee412085fd91cdf448c7d9
80,断,#/entry/zhko/4b3cfaf17ff1492582c249b71914c201
81,制,#/entry/zhko/187dade72a9d4097bc185e245637dc96
82,文,#/entry/zhko/0242a433194b4f3396c707e0c95924e4
83,探,#/entry/zhko/75a05a782bfe441d8f07d764d3bacf0f
84,丽,#/entry/zhko/bc3baae806704f90bc0548ce339392fd
85,释,#/entry/zhko/36a46ca562994a99b4adae55f8892c7f
