,0,1,2,3,4
30,进攻,['[ jìngōng ]'],"['进', '攻']","['#/entry/zhko/f7d3c7a2f2d04134895ce5db1f52d9b6', '#/entry/zhko/f331eec0736341939154b1e4b43cefa2']",1.진공하다   2.진격하다   3.공세를 취하다   4.공세로 나아가다
31,元旦,['[ yuándàn ]'],"['元', '旦']","['#/entry/zhko/36015c918a104388a94727b20500abf9', '#/entry/zhko/aa79219b941c43a39fbdbd5adb4612a5']",1.원단   2.설날
32,雕刻,['[ diāokè ]'],"['雕', '刻']","['#/entry/zhko/0b19c47525d342b08bc0b5f8860cee54', '#/entry/zhko/01881747f10c4107884450cea7d622c8']",
33,走私,['[ zǒu//sī ]'],"['走', '私']","['#/entry/zhko/48337002ab1a4eda90e35905a0b78e56', '#/entry/zhko/663c6da040d04483883fcbb4059ae5e8']",1.밀수하다   2.암거래하다   3.몰래 떠나다   4.도망가다
34,壮丽,['[ zhuànglì ]'],"['壮', '丽']","['#/entry/zhko/abe29f3b024e4339af43db30078da53e', '#/entry/zhko/bc3baae806704f90bc0548ce339392fd']",1.장려하다   2.웅장하고 아름답다
35,平静,['[ píngjìng ]'],"['平', '静']","['#/entry/zhko/3afda9b8fccd4191b11a090ab003c0e8', '#/entry/zhko/b0328b062f5c47fd88fbcb5bf1e519ef']",1.평온하다   2.평정하다   3.조용하다   4.고요하다
36,机动,['[ jīdòng ]'],"['机', '动']","['#/entry/zhko/5a70f209b1d3406482ebc7abce8b5e38', '#/entry/zhko/c9e7b20c77a744b0bd58cdb7c85a1265']",1.기계로 움직이는   2.기동적인   3.탄력적으로 운용되다
37,现在,['[ xiànzài ]'],"['现', '在']","['#/entry/zhko/ba7e27d5a8234852b479177b02318e02', '#/entry/zhko/c2e396cc63d0460dbb2cfc0a315b0cf1']",1.지금   2.당장   3.지금 존재하다
38,助手,['[ zhùshǒu ]'],"['助', '手']","['#/entry/zhko/c5724234c96e4f188c301e1879248968', '#/entry/zhko/441b945bb46e461ca4df707943863949']",1.조수   2.선수 보조원
39,崇拜,['[ chóngbài ]'],"['崇', '拜']","['#/entry/zhko/37828275452445bcaf8b01f18b409b93', '#/entry/zhko/4c2fd5e7fd3b431fbb0dba0a62e9c2ee']",
40,气色,['[ qìsè ]'],"['气', '色']","['#/entry/zhko/0bf16093641c469998407bba451994fa', '#/entry/zhko/958998bc45014ef89ea7687d9a18162d']",1.얼굴빛   2.기색   3.안색   4.혈색
41,当初,['[ dāngchū ]'],"['当', '初']","['#/entry/zhko/8b6cd91e7b294be9952aca6619aa9fe7', '#/entry/zhko/6125294800734464b706196259bcdf79']",1.당초   2.처음   3.이전
42,儿子,['[ ér‧zi ]'],"['儿', '子']","['#/entry/zhko/2e54c2a8f93c464192be8615d6c66a0a', '#/entry/zhko/afc0a77247e74dfcb69171bfffd2bc5a']",
43,中间,['[ zhōngjiān ]'],"['中', '间']","['#/entry/zhko/7b669476c3f049e28815381afd28f19b', '#/entry/zhko/5d445144cd3b4ecca633d58e46a05bdf']",1.속   2.한가운데   3.중간
44,至今,['[ zhìjīn ]'],"['至', '今']","['#/entry/zhko/3b042ba783d446ba8e2a13887a52916e', '#/entry/zhko/04d62a12f6fe479083bf798d6beaf830']",1.오늘에 이르다   2.지금에 이르다   3.지금까지   4.오늘까지
45,音响,['[ yīnxiǎng ]'],"['音', '响']","['#/entry/zhko/77107a7601774d1b9dbab1c794d34d63', '#/entry/zhko/ec88dffcff5a40e4af91221765a07814']",1.음향   2.녹음기·전축·라디오·확성기 따위의 총칭
46,密度,['[ mìdù ]'],"['密', '度']","['#/entry/zhko/f335ce0a638b4db485208b981cd231a8', '#/entry/zhko/685d498d745145caa340b17abb2a1457']",1.밀도   2.비중
47,传单,['[ chuándān ]'],"['传', '单']","['#/entry/zhko/822926654b154c119aa1de81c6d70c75', '#/entry/zhko/488221bbeec342ae95a826e896dfaa5c']",1.전단   2.삐라
48,识别,['[ shíbié ]'],"['识', '别']","['#/entry/zhko/57a977bfde6845f78f0c66927ac8ac60', '#/entry/zhko/11e9188b0638425d83d2595d4bb77216']",1.식별하다   2.가려내다   3.남기고 떠나다
49,之际,['[ zhījì ]'],"['之', '际']","['#/entry/zhko/1b12c88975e64c528c446b0e62a390c1', '#/entry/zhko/88a71d7b93834cdcb4dd013a71c2c538']",1.…무렵   2.…즈음   3.…때
50,互联网,['[ hùliánwǎng ]'],"['互', '联', '网']","['#/entry/zhko/e62bf5e967ff44198b7533dc41386d29', '#/entry/zhko/f3d31ef51a7647bf9f388fc7f74246db', '#/entry/zhko/a74c2c881cf34d7bbc7c26d8d417f06d']",
51,人质,['[ rénzhì ]'],"['人', '质']","['#/entry/zhko/7f6ef11496e949fe8aef2de9bc4944a3', '#/entry/zhko/5b32983def3d4d3d86ca127dcd60fa20']",
52,诚实,['[ chéng‧shí ]'],"['诚', '实']","['#/entry/zhko/a6714018e62c44cb89db2b62059f899f', '#/entry/zhko/894f62974f8a4526bb8a239ff9162f02']",
53,身材,['[ shēncái ]'],"['身', '材']","['#/entry/zhko/ee84d2fa114d4e379ebeeae80ea77645', '#/entry/zhko/874f2fd977c8411fbaa181a579fcef0a']",1.체격   2.몸집   3.몸매
54,最近,['[ zuìjìn ]'],"['最', '近']","['#/entry/zhko/bac9e809a65a47e9bda7402670fc5690', '#/entry/zhko/a4b3a8a1f4c745be909322c5b5d18bea']",1.최근   2.요즈음   3.일간
55,保管,['[ bǎoguǎn ]'],"['保', '管']","['#/entry/zhko/1df0943da1eb40b68943979f8889e72c', '#/entry/zhko/1daca4fddbe14edf86d0f5f4359796a2']",1.보관하다   2.보관인   3.꼭   4.보증하다
56,傍晚儿,['[ bàngwǎn(r) ]'],"['傍', '晚', '儿']","['#/entry/zhko/7ee0a49ff01a4406b89c6f055b4200eb', '#/entry/zhko/9cd4aa514df44206945e9241e24d4734', '#/entry/zhko/2e54c2a8f93c464192be8615d6c66a0a']",
57,利息,['[ lìxī ]'],"['利', '息']","['#/entry/zhko/2600c66d0bd24618a37827decfbec984', '#/entry/zhko/dfb1e69179f34b3b949110550aaef31d']",1.이식   2.이자
58,基金,['[ jījīn ]'],"['基', '金']","['#/entry/zhko/ad4aa8b4f0b04cd6ad959556501cbf79', '#/entry/zhko/b8f64b004fa6414298b7d9dd8d732854']",
59,超过,['[ chāoguò ]'],"['超', '过']","['#/entry/zhko/88763b823b9d4e93b6af57667b62997b', '#/entry/zhko/5536d41f42d24ab9a5d3024babd1ff9e']",1.따라 앞서다   2.추월하다   3.초과하다   4.상회하다
60,投诉,['[ tóusù ]'],"['投', '诉']","['#/entry/zhko/f79ab68b479f40d68bcc28de10760286', '#/entry/zhko/f21b9f8b06ce48cb9d290cb305556170']",1.고소하다   2.소송하다   3.하소연하다   4.호소하다
61,杂交,['[ zájiāo ]'],"['杂', '交']","['#/entry/zhko/270a498c878a46edbddf890f2bdaeb98', '#/entry/zhko/5c8b1a9e6d474c23a71b4bfbb0271e75']",1.교잡   2.교배
62,响亮,['[ xiǎngliàng ]'],"['响', '亮']","['#/entry/zhko/ec88dffcff5a40e4af91221765a07814', '#/entry/zhko/f1c1f4c28e644dc6a8b922cf38451b5b']",1.높고 크다   2.솔직하고 시원스럽다   3.소리
63,拟定,['[ nǐdìng ]'],"['拟', '定']","['#/entry/zhko/e7f9c93997254b19a630ca17f5db6dfd', '#/entry/zhko/75de534fb80a4610b7b7068b4b246b0b']",1.拟订   2.추측하여 단정하다
64,战略,['[ zhànlüè ]'],"['战', '略']","['#/entry/zhko/3aadb3559ea6476e92e57f913bc23e2c', '#/entry/zhko/d31a66deba4246438a4765d7d63275ec']",
65,航空,['[ hángkōng ]'],"['航', '空']","['#/entry/zhko/256c5aad42e94e60adbdca566cefc02a', '#/entry/zhko/42d0f82ed6274f6f92c8071da8b6e046']",
66,交往,['[ jiāowǎng ]'],"['交', '往']","['#/entry/zhko/5c8b1a9e6d474c23a71b4bfbb0271e75', '#/entry/zhko/922fd440ff904ca5ae76a7e67b5afb83']",1.왕래   2.내왕   3.교제   4.상종
67,考虑,['[ kǎolǜ ]'],"['考', '虑']","['#/entry/zhko/6a55116dd25e4a07b652c7be2fbcc00d', '#/entry/zhko/844e5d9641094fa8abdff12a5b7c760b']",
68,饱经沧桑,['[ bǎo jīng cāng sāng ]'],"['饱', '经', '沧', '桑']","['#/entry/zhko/c84606519d6148c5a46b2f2a67f33a53', '#/entry/zhko/5b8d20d9d11d4e11bf0e5efb3424644c', '#/entry/zhko/f7b59ef5de0b46b59ac856062719e879', '#/entry/zhko/6dbe7f51c33b4b988be9f03e70d4a7b9']",
69,信赖,['[ xìnlài ]'],"['信', '赖']","['#/entry/zhko/9065e8ed050340ee8e2e67b7366cae3e', '#/entry/zhko/9a52e68475454e4ea709ed500f2ea0f7']",
70,看见,['[ kàn//‧jiàn ]'],"['看', '见']","['#/entry/zhko/9f9a6069eeb04015a3a0296caea77a47', '#/entry/zhko/3588c425d7b547718e8bc0d41cccbad7']",1.보다   2.보이다   3.눈에 띄다
71,主张,['[ zhǔzhāng ]'],"['主', '张']","['#/entry/zhko/0599518701e14c7fae5754b12f998396', '#/entry/zhko/62567cc86f1542368f5b5be4a0cc28b8']",1.주장   2.견해   3.주장하다   4.결정하다
72,当选,['[ dāngxuǎn ]'],"['当', '选']","['#/entry/zhko/8b6cd91e7b294be9952aca6619aa9fe7', '#/entry/zhko/6def309cd0664d2e822811ee6ccd42fe']",
73,宝贵,['[ bǎoguì ]'],"['宝', '贵']","['#/entry/zhko/cb67dc027b2b4ab1b60c70938247813f', '#/entry/zhko/2dc82591bc344b0184c613fd7aa0e865']",1.귀중하다   2.소중히 하다   3.중시하다
74,闭塞,['[ bìsè ]'],"['闭', '塞']","['#/entry/zhko/cd6111226d494a72926d00a8c15458b9', '#/entry/zhko/fa319be1f73244bf8f47fac603b1c9df']",1.막다   2.소통되지 않다   3.어둡다
75,方便,['[ fāngbiàn ]'],"['方', '便']","['#/entry/zhko/9f5bf388a498482e98b94a43fef10281', '#/entry/zhko/65f0ef2d201d4c97bdf6d9d0e267d972']",1.편리하다   2.남에게 이롭다   3.넉넉하다   4.알맞다
76,引擎,['[ yǐnqíng ]'],"['引', '擎']","['#/entry/zhko/b84ef69332354579ad25db7e35aba219', '#/entry/zhko/6b4f24f82875428298971432d804d017']",
77,滋味儿,['[ zīwèi(r) ]'],"['滋', '味', '儿']","['#/entry/zhko/8c22880bc4774929957f372a231027a1', '#/entry/zhko/d347b22a7f034387a304d24f21ca92e9', '#/entry/zhko/2e54c2a8f93c464192be8615d6c66a0a']",1.맛   2.재미   3.기분
78,港口,['[ gǎngkǒu ]'],"['港', '口']","['#/entry/zhko/3fa5adc3a5004602af037beaf167d4e1', '#/entry/zhko/b5c5253a468b416aaea8cb70ad81ce43']",
79,留神,['[ liú//shén ]'],"['留', '神']","['#/entry/zhko/f68b043d0efc4c7da0ccc9005a7b2d25', '#/entry/zhko/de3c274e10ac4c0e81fd576372bdf393']",1.주의하다   2.조심하다
80,卡通,['[ kǎtōng ]'],"['卡', '通']","['#/entry/zhko/9dc2152f4d7e4f63aa679d1ded6615b5', '#/entry/zhko/1d819fa80f554ed98d2f98fa6921a285']",1.카툰   2.만화   3.만화 영화   4.동화
81,普遍,['[ pǔbiàn ]'],"['普', '遍']","['#/entry/zhko/a9de0339022944d68146f01f6c0bbb29', '#/entry/zhko/938ee50c40a84dba93b3c2c0f9a756bf']",1.보편적이다   2.널리 퍼져 있다
82,高涨,['[ gāozhǎng ]'],"['高', '涨']","['#/entry/zhko/5dbe8d665a204188b2ebd86aec41087d', '#/entry/zhko/c7275014839a4ec6b0f9a156f1d49888']",1.뛰어오르다   2.호경기   3.드높다
83,情报,['[ qíngbào ]'],"['情', '报']","['#/entry/zhko/7a307c868529427c827e1a4905eba9fc', '#/entry/zhko/1c04684e8c1d4e858cdee0e5d920993b']",1.정보   2.특정 문제를 해결하는데 필요한 전문적이고 응용적인 지식
84,姑且,['[ gūqiě ]'],"['姑', '且']","['#/entry/zhko/80bc13ad74414e778f0f557d7b360016', '#/entry/zhko/9880d44ccdb74399a4e3ebf5f0b35b21']",1.잠시   2.우선
85,胜利,['[ shènglì ]'],"['胜', '利']","['#/entry/zhko/90ce65102329474896a74d9c4f5471ae', '#/entry/zhko/2600c66d0bd24618a37827decfbec984']",1.승리   2.성공하다   3.성과를 거두다
86,消费,['[ xiāofèi ]'],"['消', '费']","['#/entry/zhko/8c384df1c90b47d48e2e8a352a25e5fd', '#/entry/zhko/6e178e4089874970b794cb428d8dbbeb']",
87,改善,['[ gǎishàn ]'],"['改', '善']","['#/entry/zhko/9e69198cc0b74d1dbb404d39f76c2c22', '#/entry/zhko/2dd492a2e1f646c7a715a207439c055e']",
88,专长,['[ zhuāncháng ]'],"['专', '长']","['#/entry/zhko/ad75db0dd3404de5ae86c80fd4170bdf', '#/entry/zhko/8f01eb96acd54bbdab9e0092fe602537']",1.특수 기능   2.전문 기술   3.특기   4.특히 뛰어나다
89,额外,['[ éwài ]'],"['额', '外']","['#/entry/zhko/59956e13d9d44e3bb2509b590d55386e', '#/entry/zhko/c5c1d7bba3a446c4adde97229edc2614']",1.정액 외의   2.지나친   3.벗어난   4.초과의
90,差,['[ xiāngchà ]'],['差'],['#/entry/zhko/6b24a2e8eeab443ca11bc48c8bf0a02d'],1.서로 차이가 나다   2.서로 다르다   3.차이   4.거리
91,储存,['[ chǔcún ]'],"['储', '存']","['#/entry/zhko/a6775d5513a94b15bcc4e422c725feb5', '#/entry/zhko/044fd2f1ff6744cdb38bb4310fd056aa']",1.저장하여 두다   2.저축하여 두다   3.입력시키다
92,持久,['[ chíjiǔ ]'],"['持', '久']","['#/entry/zhko/0f117cc771f042d2a45246f8c4f3aab4', '#/entry/zhko/ee1efeb5c4974b9d96fd22dedb1812f7']",
93,防止,['[ fángzhǐ ]'],"['防', '止']","['#/entry/zhko/2cc9b662266241659992ba2ce12b5d7e', '#/entry/zhko/db159f97f17c4fe6874d182871d86f2d']",
94,看待,['[ kàndài ]'],"['看', '待']","['#/entry/zhko/9f9a6069eeb04015a3a0296caea77a47', '#/entry/zhko/a86f98fc8dc94d2bbaeef008512355bc']",1.대하다   2.다루다   3.취급하다
95,日益,['[ rìyì ]'],"['日', '益']","['#/entry/zhko/578aeeec1ed949d193d0549fa00bad7f', '#/entry/zhko/a4728f097cee4792a9a5b36f528e8e05']",1.날로   2.일익
96,团圆,['[ tuányuán ]'],"['团', '圆']","['#/entry/zhko/532a57b9bae542a08ce7b627bb20a914', '#/entry/zhko/f787f31299b14f98a5281076b0fc7574']",1.한데 모이다   2.함께 단란하게 지내다   3.둥근   4.동그란
97,大使馆,['[ dàshǐguǎn ]'],"['大', '使', '馆']","['#/entry/zhko/a60d72975e664c489f34a8e336614bfb', '#/entry/zhko/63519721e7744dfa9dc7eeeb94717f56', '#/entry/zhko/7b086bc720ff46adaf3982ed38b83fd7']",
98,实在,['[ shízài ]'],"['实', '在']","['#/entry/zhko/894f62974f8a4526bb8a239ff9162f02', '#/entry/zhko/c2e396cc63d0460dbb2cfc0a315b0cf1']",1.실재하다   2.진실하다   3.확실히   4.사실이다
99,也许,['[ yěxǔ ]'],"['也', '许']","['#/entry/zhko/cf9850157757497cadb2c9327a376a4d', '#/entry/zhko/33b0d35271b9443583e1ca6ebe2c3909']",1.어쩌면   2.아마   3.아마도   4.혹시
100,应用,['[ yìngyòng ]'],"['应', '用']","['#/entry/zhko/d10f30c225ca4d908788047f0221cd6f', '#/entry/zhko/35ad766ac838429898603b4fb430763f']",1.사용하다   2.응용하다   3.응용
101,脑袋,['[ nǎo‧dai ]'],"['脑', '袋']","['#/entry/zhko/44ae3cc56d244950ac0171654dc28190', '#/entry/zhko/e66b9d38d51048bfbf3c219d1395f74a']",1.뇌   2.골   3.두뇌   4.지능
